pruid,prename,updated,report_date,numtotal_all_distributed,numtotal_pfizerbiontech_distributed,numtotal_pfizerbiontech_5_11_distributed,numtotal_pfizerbiontech_6mo_5_distributed,numtotal_pfizerbiontech_bivalent_ba4_ba5_distributed,numtotal_pfizerbiontech_5_11_bivalent_ba4_ba5_distributed,numtotal_moderna_distributed,numtotal_moderna_6mo_5_distributed,numtotal_moderna_bivalent_ba1_distributed,numtotal_moderna_bivalent_ba4_ba5_distributed,numtotal_astrazeneca_distributed,numtotal_janssen_distributed,numtotal_novavax_distributed,numtotal_medicago_distributed,as_of_date,numdelta_all_distributed,numdelta_pfizerbiontech_distributed,numdelta_pfizerbiontech_6mo_5_distributed,numdelta_pfizerbiontech_5_11_distributed,numdelta_pfizerbiontech_bivalent_ba4_ba5_distributed,numdelta_pfizerbiontech_5_11_bivalent_ba4_ba5_distributed,numdelta_moderna_distributed,numdelta_moderna_6mo_5_distributed,numdelta_moderna_bivalent_ba1_distributed,numdelta_moderna_bivalent_ba4_ba5_distributed,numdelta_astrazeneca_distributed,numdelta_janssen_distributed,numdelta_novavax_distributed,numdelta_medicago_distributed
24,Quebec,0,2021-01-14,115375,82875,0,0,0,0,32500,0,0,0,0,0,0,0,2021-01-07,,,,,,,,,,,,,,
60,Yukon,0,2021-01-14,7200,0,0,0,0,0,7200,0,0,0,0,0,0,0,2021-01-07,,,,,,,,,,,,,,
90,Federal allocation,0,2021-01-14,3600,0,0,0,0,0,3600,0,0,0,0,0,0,0,2021-01-07,,,,,,,,,,,,,,
1,Canada,1,2021-01-15,765100,588900,0,0,0,0,176200,0,0,0,0,0,0,0,2021-01-14,216150,208650,,,,,7500,,,,,,,
35,Ontario,1,2021-01-15,277050,224250,0,0,0,0,52800,0,0,0,0,0,0,0,2021-01-14,81025,80925,,,,,100,,,,,,,
59,British Columbia,1,2021-01-15,99475,78975,0,0,0,0,20500,0,0,0,0,0,0,0,2021-01-14,28275,28275,,,,,,,,,,,,
48,Alberta,1,2021-01-15,84175,67275,0,0,0,0,16900,0,0,0,0,0,0,0,2021-01-14,24375,24375,,,,,,,,,,,,
47,Saskatchewan,1,2021-01-15,24400,19500,0,0,0,0,4900,0,0,0,0,0,0,0,2021-01-14,6825,6825,,,,,,,,,,,,
12,Nova Scotia,1,2021-01-15,23000,15600,0,0,0,0,7400,0,0,0,0,0,0,0,2021-01-14,9550,5850,,,,,3700,,,,,,,
46,Manitoba,1,2021-01-15,33625,26325,0,0,0,0,7300,0,0,0,0,0,0,0,2021-01-14,7800,7800,,,,,,,,,,,,
13,New Brunswick,1,2021-01-15,17775,12675,0,0,0,0,5100,0,0,0,0,0,0,0,2021-01-14,6600,3900,,,,,2700,,,,,,,
10,Newfoundland and Labrador,1,2021-01-15,11175,8775,0,0,0,0,2400,0,0,0,0,0,0,0,2021-01-14,2925,2925,,,,,,,,,,,,
11,Prince Edward Island,1,2021-01-15,8250,5850,0,0,0,0,2400,0,0,0,0,0,0,0,2021-01-14,2175,975,,,,,1200,,,,,,,
61,Northwest Territories,1,2021-01-15,7200,0,0,0,0,0,7200,0,0,0,0,0,0,0,2021-01-14,,,,,,,,,,,,,,
62,Nunavut,1,2021-01-15,6000,0,0,0,0,0,6000,0,0,0,0,0,0,0,2021-01-14,,,,,,,,,,,,,,
24,Quebec,1,2021-01-15,162175,129675,0,0,0,0,32500,0,0,0,0,0,0,0,2021-01-14,46800,46800,,,,,,,,,,,,
60,Yukon,1,2021-01-15,7200,0,0,0,0,0,7200,0,0,0,0,0,0,0,2021-01-14,,,,,,,,,,,,,,
90,Federal allocation,1,2021-01-15,3600,0,0,0,0,0,3600,0,0,0,0,0,0,0,2021-01-14,,,,,,,,,,,,,,
1,Canada,0,2021-01-16,765100,588900,0,0,0,0,176200,0,0,0,0,0,0,0,2021-01-14,,,,,,,,,,,,,,
35,Ontario,0,2021-01-16,277050,224250,0,0,0,0,52800,0,0,0,0,0,0,0,2021-01-14,,,,,,,,,,,,,,
59,British Columbia,0,2021-01-16,99475,78975,0,0,0,0,20500,0,0,0,0,0,0,0,2021-01-14,,,,,,,,,,,,,,
48,Alberta,0,2021-01-16,84175,67275,0,0,0,0,16900,0,0,0,0,0,0,0,2021-01-14,,,,,,,,,,,,,,
47,Saskatchewan,0,2021-01-16,24400,19500,0,0,0,0,4900,0,0,0,0,0,0,0,2021-01-14,,,,,,,,,,,,,,
12,Nova Scotia,0,2021-01-16,23000,15600,0,0,0,0,7400,0,0,0,0,0,0,0,2021-01-14,,,,,,,,,,,,,,
46,Manitoba,0,2021-01-16,33625,26325,0,0,0,0,7300,0,0,0,0,0,0,0,2021-01-14,,,,,,,,,,,,,,
13,New Brunswick,0,2021-01-16,17775,12675,0,0,0,0,5100,0,0,0,0,0,0,0,2021-01-14,,,,,,,,,,,,,,
10,Newfoundland and Labrador,0,2021-01-16,11175,8775,0,0,0,0,2400,0,0,0,0,0,0,0,2021-01-14,,,,,,,,,,,,,,
11,Prince Edward Island,0,2021-01-16,8250,5850,0,0,0,0,2400,0,0,0,0,0,0,0,2021-01-14,,,,,,,,,,,,,,
61,Northwest Territories,0,2021-01-16,7200,0,0,0,0,0,7200,0,0,0,0,0,0,0,2021-01-14,,,,,,,,,,,,,,
62,Nunavut,0,2021-01-16,6000,0,0,0,0,0,6000,0,0,0,0,0,0,0,2021-01-14,,,,,,,,,,,,,,
24,Quebec,0,2021-01-16,162175,129675,0,0,0,0,32500,0,0,0,0,0,0,0,2021-01-14,,,,,,,,,,,,,,
60,Yukon,0,2021-01-16,7200,0,0,0,0,0,7200,0,0,0,0,0,0,0,2021-01-14,,,,,,,,,,,,,,
90,Federal allocation,0,2021-01-16,3600,0,0,0,0,0,3600,0,0,0,0,0,0,0,2021-01-14,,,,,,,,,,,,,,
1,Canada,0,2021-01-17,765100,588900,0,0,0,0,176200,0,0,0,0,0,0,0,2021-01-14,,,,,,,,,,,,,,
35,Ontario,0,2021-01-17,277050,224250,0,0,0,0,52800,0,0,0,0,0,0,0,2021-01-14,,,,,,,,,,,,,,
59,British Columbia,0,2021-01-17,99475,78975,0,0,0,0,20500,0,0,0,0,0,0,0,2021-01-14,,,,,,,,,,,,,,
48,Alberta,0,2021-01-17,84175,67275,0,0,0,0,16900,0,0,0,0,0,0,0,2021-01-14,,,,,,,,,,,,,,
47,Saskatchewan,0,2021-01-17,24400,19500,0,0,0,0,4900,0,0,0,0,0,0,0,2021-01-14,,,,,,,,,,,,,,
12,Nova Scotia,0,2021-01-17,23000,15600,0,0,0,0,7400,0,0,0,0,0,0,0,2021-01-14,,,,,,,,,,,,,,
46,Manitoba,0,2021-01-17,33625,26325,0,0,0,0,7300,0,0,0,0,0,0,0,2021-01-14,,,,,,,,,,,,,,
13,New Brunswick,0,2021-01-17,17775,12675,0,0,0,0,5100,0,0,0,0,0,0,0,2021-01-14,,,,,,,,,,,,,,
10,Newfoundland and Labrador,0,2021-01-17,11175,8775,0,0,0,0,2400,0,0,0,0,0,0,0,2021-01-14,,,,,,,,,,,,,,
11,Prince Edward Island,0,2021-01-17,8250,5850,0,0,0,0,2400,0,0,0,0,0,0,0,2021-01-14,,,,,,,,,,,,,,
61,Northwest Territories,0,2021-01-17,7200,0,0,0,0,0,7200,0,0,0,0,0,0,0,2021-01-14,,,,,,,,,,,,,,
62,Nunavut,0,2021-01-17,6000,0,0,0,0,0,6000,0,0,0,0,0,0,0,2021-01-14,,,,,,,,,,,,,,
24,Quebec,0,2021-01-17,162175,129675,0,0,0,0,32500,0,0,0,0,0,0,0,2021-01-14,,,,,,,,,,,,,,
60,Yukon,0,2021-01-17,7200,0,0,0,0,0,7200,0,0,0,0,0,0,0,2021-01-14,,,,,,,,,,,,,,
90,Federal allocation,0,2021-01-17,3600,0,0,0,0,0,3600,0,0,0,0,0,0,0,2021-01-14,,,,,,,,,,,,,,
1,Canada,0,2021-01-18,765100,588900,0,0,0,0,176200,0,0,0,0,0,0,0,2021-01-14,,,,,,,,,,,,,,
35,Ontario,0,2021-01-18,277050,224250,0,0,0,0,52800,0,0,0,0,0,0,0,2021-01-14,,,,,,,,,,,,,,
59,British Columbia,0,2021-01-18,99475,78975,0,0,0,0,20500,0,0,0,0,0,0,0,2021-01-14,,,,,,,,,,,,,,
48,Alberta,0,2021-01-18,84175,67275,0,0,0,0,16900,0,0,0,0,0,0,0,2021-01-14,,,,,,,,,,,,,,
47,Saskatchewan,0,2021-01-18,24400,19500,0,0,0,0,4900,0,0,0,0,0,0,0,2021-01-14,,,,,,,,,,,,,,
12,Nova Scotia,0,2021-01-18,23000,15600,0,0,0,0,7400,0,0,0,0,0,0,0,2021-01-14,,,,,,,,,,,,,,
46,Manitoba,0,2021-01-18,33625,26325,0,0,0,0,7300,0,0,0,0,0,0,0,2021-01-14,,,,,,,,,,,,,,
13,New Brunswick,0,2021-01-18,17775,12675,0,0,0,0,5100,0,0,0,0,0,0,0,2021-01-14,,,,,,,,,,,,,,
10,Newfoundland and Labrador,0,2021-01-18,11175,8775,0,0,0,0,2400,0,0,0,0,0,0,0,2021-01-14,,,,,,,,,,,,,,
11,Prince Edward Island,0,2021-01-18,8250,5850,0,0,0,0,2400,0,0,0,0,0,0,0,2021-01-14,,,,,,,,,,,,,,
61,Northwest Territories,0,2021-01-18,7200,0,0,0,0,0,7200,0,0,0,0,0,0,0,2021-01-14,,,,,,,,,,,,,,
62,Nunavut,0,2021-01-18,6000,0,0,0,0,0,6000,0,0,0,0,0,0,0,2021-01-14,,,,,,,,,,,,,,
24,Quebec,0,2021-01-18,162175,129675,0,0,0,0,32500,0,0,0,0,0,0,0,2021-01-14,,,,,,,,,,,,,,
60,Yukon,0,2021-01-18,7200,0,0,0,0,0,7200,0,0,0,0,0,0,0,2021-01-14,,,,,,,,,,,,,,
90,Federal allocation,0,2021-01-18,3600,0,0,0,0,0,3600,0,0,0,0,0,0,0,2021-01-14,,,,,,,,,,,,,,
1,Canada,0,2021-01-19,765100,588900,0,0,0,0,176200,0,0,0,0,0,0,0,2021-01-14,,,,,,,,,,,,,,
35,Ontario,0,2021-01-19,277050,224250,0,0,0,0,52800,0,0,0,0,0,0,0,2021-01-14,,,,,,,,,,,,,,
59,British Columbia,0,2021-01-19,99475,78975,0,0,0,0,20500,0,0,0,0,0,0,0,2021-01-14,,,,,,,,,,,,,,
48,Alberta,0,2021-01-19,84175,67275,0,0,0,0,16900,0,0,0,0,0,0,0,2021-01-14,,,,,,,,,,,,,,
47,Saskatchewan,0,2021-01-19,24400,19500,0,0,0,0,4900,0,0,0,0,0,0,0,2021-01-14,,,,,,,,,,,,,,
12,Nova Scotia,0,2021-01-19,23000,15600,0,0,0,0,7400,0,0,0,0,0,0,0,2021-01-14,,,,,,,,,,,,,,
46,Manitoba,0,2021-01-19,33625,26325,0,0,0,0,7300,0,0,0,0,0,0,0,2021-01-14,,,,,,,,,,,,,,
13,New Brunswick,0,2021-01-19,17775,12675,0,0,0,0,5100,0,0,0,0,0,0,0,2021-01-14,,,,,,,,,,,,,,
10,Newfoundland and Labrador,0,2021-01-19,11175,8775,0,0,0,0,2400,0,0,0,0,0,0,0,2021-01-14,,,,,,,,,,,,,,
11,Prince Edward Island,0,2021-01-19,8250,5850,0,0,0,0,2400,0,0,0,0,0,0,0,2021-01-14,,,,,,,,,,,,,,
61,Northwest Territories,0,2021-01-19,7200,0,0,0,0,0,7200,0,0,0,0,0,0,0,2021-01-14,,,,,,,,,,,,,,
62,Nunavut,0,2021-01-19,6000,0,0,0,0,0,6000,0,0,0,0,0,0,0,2021-01-14,,,,,,,,,,,,,,
24,Quebec,0,2021-01-19,162175,129675,0,0,0,0,32500,0,0,0,0,0,0,0,2021-01-14,,,,,,,,,,,,,,
60,Yukon,0,2021-01-19,7200,0,0,0,0,0,7200,0,0,0,0,0,0,0,2021-01-14,,,,,,,,,,,,,,
90,Federal allocation,0,2021-01-19,3600,0,0,0,0,0,3600,0,0,0,0,0,0,0,2021-01-14,,,,,,,,,,,,,,
1,Canada,0,2021-01-20,765100,588900,0,0,0,0,176200,0,0,0,0,0,0,0,2021-01-14,,,,,,,,,,,,,,
35,Ontario,0,2021-01-20,277050,224250,0,0,0,0,52800,0,0,0,0,0,0,0,2021-01-14,,,,,,,,,,,,,,
59,British Columbia,0,2021-01-20,99475,78975,0,0,0,0,20500,0,0,0,0,0,0,0,2021-01-14,,,,,,,,,,,,,,
48,Alberta,0,2021-01-20,84175,67275,0,0,0,0,16900,0,0,0,0,0,0,0,2021-01-14,,,,,,,,,,,,,,
47,Saskatchewan,0,2021-01-20,24400,19500,0,0,0,0,4900,0,0,0,0,0,0,0,2021-01-14,,,,,,,,,,,,,,
12,Nova Scotia,0,2021-01-20,23000,15600,0,0,0,0,7400,0,0,0,0,0,0,0,2021-01-14,,,,,,,,,,,,,,
46,Manitoba,0,2021-01-20,33625,26325,0,0,0,0,7300,0,0,0,0,0,0,0,2021-01-14,,,,,,,,,,,,,,
13,New Brunswick,0,2021-01-20,17775,12675,0,0,0,0,5100,0,0,0,0,0,0,0,2021-01-14,,,,,,,,,,,,,,
10,Newfoundland and Labrador,0,2021-01-20,11175,8775,0,0,0,0,2400,0,0,0,0,0,0,0,2021-01-14,,,,,,,,,,,,,,
11,Prince Edward Island,0,2021-01-20,8250,5850,0,0,0,0,2400,0,0,0,0,0,0,0,2021-01-14,,,,,,,,,,,,,,
61,Northwest Territories,0,2021-01-20,7200,0,0,0,0,0,7200,0,0,0,0,0,0,0,2021-01-14,,,,,,,,,,,,,,
62,Nunavut,0,2021-01-20,6000,0,0,0,0,0,6000,0,0,0,0,0,0,0,2021-01-14,,,,,,,,,,,,,,
24,Quebec,0,2021-01-20,162175,129675,0,0,0,0,32500,0,0,0,0,0,0,0,2021-01-14,,,,,,,,,,,,,,
60,Yukon,0,2021-01-20,7200,0,0,0,0,0,7200,0,0,0,0,0,0,0,2021-01-14,,,,,,,,,,,,,,
90,Federal allocation,0,2021-01-20,3600,0,0,0,0,0,3600,0,0,0,0,0,0,0,2021-01-14,,,,,,,,,,,,,,
1,Canada,0,2021-01-21,765100,588900,0,0,0,0,176200,0,0,0,0,0,0,0,2021-01-14,,,,,,,,,,,,,,
35,Ontario,0,2021-01-21,277050,224250,0,0,0,0,52800,0,0,0,0,0,0,0,2021-01-14,,,,,,,,,,,,,,
59,British Columbia,0,2021-01-21,99475,78975,0,0,0,0,20500,0,0,0,0,0,0,0,2021-01-14,,,,,,,,,,,,,,
48,Alberta,0,2021-01-21,84175,67275,0,0,0,0,16900,0,0,0,0,0,0,0,2021-01-14,,,,,,,,,,,,,,
47,Saskatchewan,0,2021-01-21,24400,19500,0,0,0,0,4900,0,0,0,0,0,0,0,2021-01-14,,,,,,,,,,,,,,
12,Nova Scotia,0,2021-01-21,23000,15600,0,0,0,0,7400,0,0,0,0,0,0,0,2021-01-14,,,,,,,,,,,,,,
46,Manitoba,0,2021-01-21,33625,26325,0,0,0,0,7300,0,0,0,0,0,0,0,2021-01-14,,,,,,,,,,,,,,
13,New Brunswick,0,2021-01-21,17775,12675,0,0,0,0,5100,0,0,0,0,0,0,0,2021-01-14,,,,,,,,,,,,,,
10,Newfoundland and Labrador,0,2021-01-21,11175,8775,0,0,0,0,2400,0,0,0,0,0,0,0,2021-01-14,,,,,,,,,,,,,,
11,Prince Edward Island,0,2021-01-21,8250,5850,0,0,0,0,2400,0,0,0,0,0,0,0,2021-01-14,,,,,,,,,,,,,,
61,Northwest Territories,0,2021-01-21,7200,0,0,0,0,0,7200,0,0,0,0,0,0,0,2021-01-14,,,,,,,,,,,,,,
62,Nunavut,0,2021-01-21,6000,0,0,0,0,0,6000,0,0,0,0,0,0,0,2021-01-14,,,,,,,,,,,,,,
24,Quebec,0,2021-01-21,162175,129675,0,0,0,0,32500,0,0,0,0,0,0,0,2021-01-14,,,,,,,,,,,,,,
60,Yukon,0,2021-01-21,7200,0,0,0,0,0,7200,0,0,0,0,0,0,0,2021-01-14,,,,,,,,,,,,,,
90,Federal allocation,0,2021-01-21,3600,0,0,0,0,0,3600,0,0,0,0,0,0,0,2021-01-14,,,,,,,,,,,,,,
1,Canada,1,2021-01-22,1119225,779025,0,0,0,0,340200,0,0,0,0,0,0,0,2021-01-21,354125,190125,,,,,164000,,,,,,,
35,Ontario,1,2021-01-22,411650,302250,0,0,0,0,109400,0,0,0,0,0,0,0,2021-01-21,134600,78000,,,,,56600,,,,,,,
59,British Columbia,1,2021-01-22,144550,103350,0,0,0,0,41200,0,0,0,0,0,0,0,2021-01-21,45075,24375,,,,,20700,,,,,,,
48,Alberta,1,2021-01-22,122725,88725,0,0,0,0,34000,0,0,0,0,0,0,0,2021-01-21,38550,21450,,,,,17100,,,,,,,
47,Saskatchewan,1,2021-01-22,32725,22425,0,0,0,0,10300,0,0,0,0,0,0,0,2021-01-21,8325,2925,,,,,5400,,,,,,,
12,Nova Scotia,1,2021-01-22,28850,21450,0,0,0,0,7400,0,0,0,0,0,0,0,2021-01-21,5850,5850,,,,,,,,,,,,
46,Manitoba,1,2021-01-22,48825,34125,0,0,0,0,14700,0,0,0,0,0,0,0,2021-01-21,15200,7800,,,,,7400,,,,,,,
13,New Brunswick,1,2021-01-22,21675,16575,0,0,0,0,5100,0,0,0,0,0,0,0,2021-01-21,3900,3900,,,,,,,,,,,,
10,Newfoundland and Labrador,1,2021-01-22,16500,11,0,0,0,0,4800,0,0,0,0,0,0,0,2021-01-21,5325,-8764,,,,,2400,,,,,,,
11,Prince Edward Island,1,2021-01-22,9225,6825,0,0,0,0,2400,0,0,0,0,0,0,0,2021-01-21,975,975,,,,,,,,,,,,
61,Northwest Territories,1,2021-01-22,14400,0,0,0,0,0,14400,0,0,0,0,0,0,0,2021-01-21,7200,,,,,,7200,,,,,,,
62,Nunavut,1,2021-01-22,12000,0,0,0,0,0,12000,0,0,0,0,0,0,0,2021-01-21,6000,,,,,,6000,,,,,,,
24,Quebec,1,2021-01-22,238100,171600,0,0,0,0,66500,0,0,0,0,0,0,0,2021-01-21,75925,41925,,,,,34000,,,,,,,
60,Yukon,1,2021-01-22,14400,0,0,0,0,0,14400,0,0,0,0,0,0,0,2021-01-21,7200,,,,,,7200,,,,,,,
90,Federal allocation,1,2021-01-22,3600,0,0,0,0,0,3600,0,0,0,0,0,0,0,2021-01-21,,,,,,,,,,,,,,
1,Canada,0,2021-01-23,1119225,779025,0,0,0,0,340200,0,0,0,0,0,0,0,2021-01-21,,,,,,,,,,,,,,
35,Ontario,0,2021-01-23,411650,302250,0,0,0,0,109400,0,0,0,0,0,0,0,2021-01-21,,,,,,,,,,,,,,
59,British Columbia,0,2021-01-23,144550,103350,0,0,0,0,41200,0,0,0,0,0,0,0,2021-01-21,,,,,,,,,,,,,,
48,Alberta,0,2021-01-23,122725,88725,0,0,0,0,34000,0,0,0,0,0,0,0,2021-01-21,,,,,,,,,,,,,,
47,Saskatchewan,0,2021-01-23,32725,22425,0,0,0,0,10300,0,0,0,0,0,0,0,2021-01-21,,,,,,,,,,,,,,
12,Nova Scotia,0,2021-01-23,28850,21450,0,0,0,0,7400,0,0,0,0,0,0,0,2021-01-21,,,,,,,,,,,,,,
46,Manitoba,0,2021-01-23,48825,34125,0,0,0,0,14700,0,0,0,0,0,0,0,2021-01-21,,,,,,,,,,,,,,
13,New Brunswick,0,2021-01-23,21675,16575,0,0,0,0,5100,0,0,0,0,0,0,0,2021-01-21,,,,,,,,,,,,,,
10,Newfoundland and Labrador,0,2021-01-23,16500,11,0,0,0,0,4800,0,0,0,0,0,0,0,2021-01-21,,,,,,,,,,,,,,
11,Prince Edward Island,0,2021-01-23,9225,6825,0,0,0,0,2400,0,0,0,0,0,0,0,2021-01-21,,,,,,,,,,,,,,
61,Northwest Territories,0,2021-01-23,14400,0,0,0,0,0,14400,0,0,0,0,0,0,0,2021-01-21,,,,,,,,,,,,,,
62,Nunavut,0,2021-01-23,12000,0,0,0,0,0,12000,0,0,0,0,0,0,0,2021-01-21,,,,,,,,,,,,,,
24,Quebec,0,2021-01-23,238100,171600,0,0,0,0,66500,0,0,0,0,0,0,0,2021-01-21,,,,,,,,,,,,,,
60,Yukon,0,2021-01-23,14400,0,0,0,0,0,14400,0,0,0,0,0,0,0,2021-01-21,,,,,,,,,,,,,,
90,Federal allocation,0,2021-01-23,3600,0,0,0,0,0,3600,0,0,0,0,0,0,0,2021-01-21,,,,,,,,,,,,,,
1,Canada,0,2021-01-24,1119225,779025,0,0,0,0,340200,0,0,0,0,0,0,0,2021-01-21,,,,,,,,,,,,,,
35,Ontario,0,2021-01-24,411650,302250,0,0,0,0,109400,0,0,0,0,0,0,0,2021-01-21,,,,,,,,,,,,,,
59,British Columbia,0,2021-01-24,144550,103350,0,0,0,0,41200,0,0,0,0,0,0,0,2021-01-21,,,,,,,,,,,,,,
48,Alberta,0,2021-01-24,122725,88725,0,0,0,0,34000,0,0,0,0,0,0,0,2021-01-21,,,,,,,,,,,,,,
47,Saskatchewan,0,2021-01-24,32725,22425,0,0,0,0,10300,0,0,0,0,0,0,0,2021-01-21,,,,,,,,,,,,,,
12,Nova Scotia,0,2021-01-24,28850,21450,0,0,0,0,7400,0,0,0,0,0,0,0,2021-01-21,,,,,,,,,,,,,,
46,Manitoba,0,2021-01-24,48825,34125,0,0,0,0,14700,0,0,0,0,0,0,0,2021-01-21,,,,,,,,,,,,,,
13,New Brunswick,0,2021-01-24,21675,16575,0,0,0,0,5100,0,0,0,0,0,0,0,2021-01-21,,,,,,,,,,,,,,
10,Newfoundland and Labrador,0,2021-01-24,16500,11,0,0,0,0,4800,0,0,0,0,0,0,0,2021-01-21,,,,,,,,,,,,,,
11,Prince Edward Island,0,2021-01-24,9225,6825,0,0,0,0,2400,0,0,0,0,0,0,0,2021-01-21,,,,,,,,,,,,,,
61,Northwest Territories,0,2021-01-24,14400,0,0,0,0,0,14400,0,0,0,0,0,0,0,2021-01-21,,,,,,,,,,,,,,
62,Nunavut,0,2021-01-24,12000,0,0,0,0,0,12000,0,0,0,0,0,0,0,2021-01-21,,,,,,,,,,,,,,
24,Quebec,0,2021-01-24,238100,171600,0,0,0,0,66500,0,0,0,0,0,0,0,2021-01-21,,,,,,,,,,,,,,
60,Yukon,0,2021-01-24,14400,0,0,0,0,0,14400,0,0,0,0,0,0,0,2021-01-21,,,,,,,,,,,,,,
90,Federal allocation,0,2021-01-24,3600,0,0,0,0,0,3600,0,0,0,0,0,0,0,2021-01-21,,,,,,,,,,,,,,
1,Canada,0,2021-01-25,1119225,779025,0,0,0,0,340200,0,0,0,0,0,0,0,2021-01-21,,,,,,,,,,,,,,
35,Ontario,0,2021-01-25,411650,302250,0,0,0,0,109400,0,0,0,0,0,0,0,2021-01-21,,,,,,,,,,,,,,
59,British Columbia,0,2021-01-25,144550,103350,0,0,0,0,41200,0,0,0,0,0,0,0,2021-01-21,,,,,,,,,,,,,,
48,Alberta,0,2021-01-25,122725,88725,0,0,0,0,34000,0,0,0,0,0,0,0,2021-01-21,,,,,,,,,,,,,,
47,Saskatchewan,0,2021-01-25,32725,22425,0,0,0,0,10300,0,0,0,0,0,0,0,2021-01-21,,,,,,,,,,,,,,
12,Nova Scotia,0,2021-01-25,28850,21450,0,0,0,0,7400,0,0,0,0,0,0,0,2021-01-21,,,,,,,,,,,,,,
46,Manitoba,0,2021-01-25,48825,34125,0,0,0,0,14700,0,0,0,0,0,0,0,2021-01-21,,,,,,,,,,,,,,
13,New Brunswick,0,2021-01-25,21675,16575,0,0,0,0,5100,0,0,0,0,0,0,0,2021-01-21,,,,,,,,,,,,,,
10,Newfoundland and Labrador,0,2021-01-25,16500,11,0,0,0,0,4800,0,0,0,0,0,0,0,2021-01-21,,,,,,,,,,,,,,
11,Prince Edward Island,0,2021-01-25,9225,6825,0,0,0,0,2400,0,0,0,0,0,0,0,2021-01-21,,,,,,,,,,,,,,
61,Northwest Territories,0,2021-01-25,14400,0,0,0,0,0,14400,0,0,0,0,0,0,0,2021-01-21,,,,,,,,,,,,,,
62,Nunavut,0,2021-01-25,12000,0,0,0,0,0,12000,0,0,0,0,0,0,0,2021-01-21,,,,,,,,,,,,,,
24,Quebec,0,2021-01-25,238100,171600,0,0,0,0,66500,0,0,0,0,0,0,0,2021-01-21,,,,,,,,,,,,,,
60,Yukon,0,2021-01-25,14400,0,0,0,0,0,14400,0,0,0,0,0,0,0,2021-01-21,,,,,,,,,,,,,,
90,Federal allocation,0,2021-01-25,3600,0,0,0,0,0,3600,0,0,0,0,0,0,0,2021-01-21,,,,,,,,,,,,,,
1,Canada,0,2021-01-26,1119225,779025,0,0,0,0,340200,0,0,0,0,0,0,0,2021-01-21,,,,,,,,,,,,,,
35,Ontario,0,2021-01-26,411650,302250,0,0,0,0,109400,0,0,0,0,0,0,0,2021-01-21,,,,,,,,,,,,,,
59,British Columbia,0,2021-01-26,144550,103350,0,0,0,0,41200,0,0,0,0,0,0,0,2021-01-21,,,,,,,,,,,,,,
48,Alberta,0,2021-01-26,122725,88725,0,0,0,0,34000,0,0,0,0,0,0,0,2021-01-21,,,,,,,,,,,,,,
47,Saskatchewan,0,2021-01-26,32725,22425,0,0,0,0,10300,0,0,0,0,0,0,0,2021-01-21,,,,,,,,,,,,,,
12,Nova Scotia,0,2021-01-26,28850,21450,0,0,0,0,7400,0,0,0,0,0,0,0,2021-01-21,,,,,,,,,,,,,,
46,Manitoba,0,2021-01-26,48825,34125,0,0,0,0,14700,0,0,0,0,0,0,0,2021-01-21,,,,,,,,,,,,,,
13,New Brunswick,0,2021-01-26,21675,16575,0,0,0,0,5100,0,0,0,0,0,0,0,2021-01-21,,,,,,,,,,,,,,
10,Newfoundland and Labrador,0,2021-01-26,16500,11,0,0,0,0,4800,0,0,0,0,0,0,0,2021-01-21,,,,,,,,,,,,,,
11,Prince Edward Island,0,2021-01-26,9225,6825,0,0,0,0,2400,0,0,0,0,0,0,0,2021-01-21,,,,,,,,,,,,,,
61,Northwest Territories,0,2021-01-26,14400,0,0,0,0,0,14400,0,0,0,0,0,0,0,2021-01-21,,,,,,,,,,,,,,
62,Nunavut,0,2021-01-26,12000,0,0,0,0,0,12000,0,0,0,0,0,0,0,2021-01-21,,,,,,,,,,,,,,
24,Quebec,0,2021-01-26,238100,171600,0,0,0,0,66500,0,0,0,0,0,0,0,2021-01-21,,,,,,,,,,,,,,
60,Yukon,0,2021-01-26,14400,0,0,0,0,0,14400,0,0,0,0,0,0,0,2021-01-21,,,,,,,,,,,,,,
90,Federal allocation,0,2021-01-26,3600,0,0,0,0,0,3600,0,0,0,0,0,0,0,2021-01-21,,,,,,,,,,,,,,
1,Canada,0,2021-01-27,1119225,779025,0,0,0,0,340200,0,0,0,0,0,0,0,2021-01-21,,,,,,,,,,,,,,
35,Ontario,0,2021-01-27,411650,302250,0,0,0,0,109400,0,0,0,0,0,0,0,2021-01-21,,,,,,,,,,,,,,
59,British Columbia,0,2021-01-27,144550,103350,0,0,0,0,41200,0,0,0,0,0,0,0,2021-01-21,,,,,,,,,,,,,,
48,Alberta,0,2021-01-27,122725,88725,0,0,0,0,34000,0,0,0,0,0,0,0,2021-01-21,,,,,,,,,,,,,,
47,Saskatchewan,0,2021-01-27,32725,22425,0,0,0,0,10300,0,0,0,0,0,0,0,2021-01-21,,,,,,,,,,,,,,
12,Nova Scotia,0,2021-01-27,28850,21450,0,0,0,0,7400,0,0,0,0,0,0,0,2021-01-21,,,,,,,,,,,,,,
46,Manitoba,0,2021-01-27,48825,34125,0,0,0,0,14700,0,0,0,0,0,0,0,2021-01-21,,,,,,,,,,,,,,
13,New Brunswick,0,2021-01-27,21675,16575,0,0,0,0,5100,0,0,0,0,0,0,0,2021-01-21,,,,,,,,,,,,,,
